javabeans,attributeerror,enthought,pandas,numpy,pickle,scikit-learn,ipython,sklearn-pandas,traitsui,matplotlib

data-binding

greenmail

netbeans-7.1

netbeans-7.4

jira-rest-java-api,python-jira,setuptools,virtualenv,easy-install,pip,egg,distribute,flask-httpauth,pycharm,joblib

netbeans-7.2

emma,python-coverage,pybuilder,tox,python-unittest,doctest,pycharm,pyhdf,scipy,scikit-learn,pip

hashtable,python-internals,itertools,defaultdict,numpy-ndarray,numexpr,enumerate,index-error,namedtuple

gcloud-java,google-cloud-python,gcloud-python,google-cloud-sdk,endpoints-proto-datastore,pyhdf,app-engine-ndb,lmfit,falconframework,scipy,starcluster

visual-studio-app-center,scikit-learn,scipy,lmfit,numpy,cvxopt,sklearn-pandas

parse4j

brooklyn

hunit,numexpr,hug,cvxopt,index-error

jyaml

xms,ironpython,kombu,sklearn-pandas,eventlet,hug,pythonnet,python-pika,sanic,numexpr,matplotlib-venn

trustmanager,pyopenssl,python-requests,sklearn-pandas,flask-httpauth,cookiejar,twill,mechanize-python,urllib

simple-spring-memcached,dask,python-memcached,joblib,pickle,flask-httpauth,numexpr,skbio,falconframework,starcluster,marshmallow

jnrpe

com.sun.net.httpserver

groovy++

apache-mina,dpkt

jpbc

jool-library

layout-manager,scikit-learn,ipython,numpy,scipy

emftext

biginteger,gmpy,numexpr

geometric-arc,aplpy,imshow,zelle-graphics,mayavi,qutip,healpy,cartopy

java-deployment-toolkit

google-spreadsheet-api,gspread,pydrive,google-api-python-client,google-python-api,pygsheets,numexpr,lmfit,robobrowser,numpy,pyhdf

dita-ot,elementtree,lxml,python-docx,reportlab,urlparse,celementtree,numexpr,pypdf,beautifulsoup,platypus

mule-module-jpa,sklearn-pandas,enthought,countvectorizer,attributeerror,hug,pyro,numexpr,django-piston,fipy,nltk

opensaml,flask-httpauth,flask-login,numpy,cookiejar,python-requests,twill,numexpr

gzipstream,stringio,tarfile,urlparse,python-requests,hug,urlopen,numexpr,bytesio,beautifulsoup,urllib

http-unit,twill,python-requests,flask-httpauth,mechanicalsoup,scikit-learn,cookiejar,falconframework,mechanize-python,attributeerror,webob

scalalab

wsdl2java

xom,elementtree,celementtree,minidom,lxml,beautifulsoup,numexpr,python-newspaper

elastic4s

scriptom

itext7

kryonet,dpkt,gnuradio-companion

ini4j

openimaj,scikit-image,python-imageio,opencv,python-imaging-library,scipy,imshow,qutip

c,numexpr,skbio,memoryview,python-c-api,ctypes,numpy,gmpy,mpmath,pysam,root-framework

maven-jdeps-plugin

worldwind,numexpr,aplpy,pygraph,scipy

jarsigner,epd-python,canopy,pyopenssl,distribute,pip,sklearn-pandas,python-cryptography,fipy,pycharm,pyinstaller

wro4j

objectify,app-engine-ndb,endpoints-proto-datastore,gae-search,blobstore,google-cloud-python,gcloud-python,google-cloud-datastore,protorpc,urlfetch,attributeerror

ksoap,suds,spyne,zsi,soappy,soaplib,python-requests,pysimplesoap,urllib,attributeerror,numexpr

jpda,pycharm,virtualenv,setuptools,enthought,pip,ptvs,distribute,egg,canopy,easy-install

dtsearch

pitchfork

ui4j

jose4j

jpdl

konakart

hapi,numexpr,sklearn-pandas,flask-httpauth,dask-distributed,robobrowser,hug

grid-layout,aplpy

smartfoxserver,xmpppy,aplpy,numpy,epd-python,pyamf,python-social-auth,sklearn-pandas

inputmismatchexception,try-except,index-error,xrange,numpy,enumerate,numexpr,readlines,attributeerror

taglist,sublime-anaconda,python-jedi,pycharm,python-idle,pylint,pyflakes,nameerror,pyenchant,sublimerepl,virtualenv

xqj,lxml,beautifulsoup,celementtree,elementtree,minidom

android-cling

zendx

weka,scikit-learn,countvectorizer,sklearn-pandas,catboost,machine-learning

convenience-methods,numexpr,python-c-api,qutip,pyobject,healpy,pod,root-framework,mpmath,gmpy,libtcod

jtoolbar

mongodb-java-3.3.0

java-gstreamer

webwork,flask-httpauth,wxpython-phoenix,egg,dexterity,hug,pyenchant,genshi,enthought,paster,distribute

rome,feedparser,urlparse,numexpr,hug,paster,attributeerror,robobrowser,twill,mechanicalsoup,genshi

